,user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
4619,A30581,"['NEO CN Gravity Feed Dual Action Airbrush', 'Createx Airbrush Top Coat Gloss 2oz (5604-02)', 'US Art Supply Professional Oil Paints 12 Tubes Oil Colours Painting Set', 'PointZero Airbrush Dual Action Airbrush Kit with 3 Guns', 'Derwent Blender and Burnisher Pencil Set, Drawing, Art Supplies (2301774)', 'Derwent Blender and Burnisher Pencil Set, Drawing, Art Supplies (2301774)']","Royal & Langnickel RART-200 Essentials Sketching Pencil Set, 21-Piece","[4348, 1683, 2259, 12154, 2341, 2341]",1644,"['<a_31><b_44><c_67>', '<a_132><b_132><c_238>', '<a_75><b_118><c_103>', '<a_31><b_214><c_192>', '<a_18><b_178><c_48>', '<a_18><b_178><c_48>']",<a_75><b_152><c_202>
4620,A30583,"['EK Success Brands Decorative Sticko Stickers, Pals', 'Derwent Blender and Burnisher Pencil Set, Drawing, Art Supplies (2301774)', 'Derwent Blender and Burnisher Pencil Set, Drawing, Art Supplies (2301774)', 'Tombow Storage Tote Bag for Dual Brush Pens, Arts and Crafts Supplies']","CO-Z A2 LED Drawing Light Box Board, Ultra-Thin Stepless Dimmable Brightness Tracing Tracer Artist Light Pad","[15826, 2341, 2341, 5590]",3557,"['<a_100><b_205><c_235>', '<a_18><b_178><c_48>', '<a_18><b_178><c_48>', '<a_94><b_91><c_231>']",<a_237><b_132><c_188>
4621,A30919,"['Avery Fasteners Punch Needle Set', 'Dimensions Needlecrafts 73222 Punch Needle, Floral On Black', 'Dimensions Wilton 73100 Needlecrafts Punch Needle, Tool and Threader', 'Tombow Dual Brush Pen Set, 9 Pastel Colors Plus Brush Pen, 10 Piece Set (56146)', 'Tombow Dual Brush Pen Set, 9 Pastel Colors Plus Brush Pen, 10 Piece Set (56146)']",LemonBest Professional 11 Pcs Multifunction Presser Foot Spare Parts Accessories for Sewing Machine Brother Singer Janome Butterfly etc.,"[16661, 17137, 17132, 14333, 14333]",6727,"['<a_50><b_205><c_213>', '<a_120><b_239><c_4>', '<a_172><b_70><c_180>', '<a_149><b_209><c_73>', '<a_149><b_209><c_73>']",<a_32><b_183><c_58>
4622,A31391,"['Kuretake Clean Color Real Brush Watercolour Brush Pens (Set Of 60 Colours)', 'Fineline David Ford Caps 3pk 20 Gauge for 1-2oz Fluid Acrylic Bottes']","Grafix Medium Weight Chipboard Sheets, 12-Inch by 12-Inch, Natural, 25-Pack","[6198, 16696]",2012,"['<a_107><b_135><c_226>', '<a_149><b_149><c_114>']",<a_159><b_73><c_12>
4623,A31391,"['Kuretake Clean Color Real Brush Watercolour Brush Pens (Set Of 60 Colours)', 'Fineline David Ford Caps 3pk 20 Gauge for 1-2oz Fluid Acrylic Bottes', 'Grafix Medium Weight Chipboard Sheets, 12-Inch by 12-Inch, Natural, 25-Pack']","Grafix Medium Weight Chipboard Sheets, 12-Inch by 12-Inch, Natural, 25-Pack","[6198, 16696, 2012]",2012,"['<a_107><b_135><c_226>', '<a_149><b_149><c_114>', '<a_159><b_73><c_12>']",<a_159><b_73><c_12>
4624,A31391,"['Kuretake Clean Color Real Brush Watercolour Brush Pens (Set Of 60 Colours)', 'Fineline David Ford Caps 3pk 20 Gauge for 1-2oz Fluid Acrylic Bottes', 'Grafix Medium Weight Chipboard Sheets, 12-Inch by 12-Inch, Natural, 25-Pack', 'Grafix Medium Weight Chipboard Sheets, 12-Inch by 12-Inch, Natural, 25-Pack']","Art Institute Glitter DDCA Designer Dries Clear Adhesive, 2-Ounce, Single Pack","[6198, 16696, 2012, 2012]",7478,"['<a_107><b_135><c_226>', '<a_149><b_149><c_114>', '<a_159><b_73><c_12>', '<a_159><b_73><c_12>']",<a_75><b_39><c_68>
4625,A31391,"['Kuretake Clean Color Real Brush Watercolour Brush Pens (Set Of 60 Colours)', 'Fineline David Ford Caps 3pk 20 Gauge for 1-2oz Fluid Acrylic Bottes', 'Grafix Medium Weight Chipboard Sheets, 12-Inch by 12-Inch, Natural, 25-Pack', 'Grafix Medium Weight Chipboard Sheets, 12-Inch by 12-Inch, Natural, 25-Pack', 'Art Institute Glitter DDCA Designer Dries Clear Adhesive, 2-Ounce, Single Pack']","Grafix 8-1/2-Inch by 11-Inch White Chipboard Sheets, Pack of 25","[6198, 16696, 2012, 2012, 7478]",2014,"['<a_107><b_135><c_226>', '<a_149><b_149><c_114>', '<a_159><b_73><c_12>', '<a_159><b_73><c_12>', '<a_75><b_39><c_68>']",<a_159><b_20><c_192>
4626,A32324,"['Cricut Cuttlebug Adapter Plate C, 5.875""x7.75', 'Cricut Cuttlebug Adapter Plate C, 5.875""x7.75', 'Fiskars 3-in-1 Corner Squeeze Punch, Well Rounded', 'Martha Stewart Crafts Circle Edge Paper Punch Starter Kit', 'Sizzix Cupcakes Triplits Dies by Stephanie Barnard, 9-Pack', 'Fiskars 01-005850 Squeeze Punch 3 in 1 Corner Punch Paper Craft, Stitch in Time', 'Stick It Adhesive Sheets Bundle with Large and Handy Size', 'Crayola; Ultra-Clean; Stamper Markers; Art Tools; 10 ct. Markers; Bright, Bold Washable Colors; Emoticons', 'Cricut Cartridge, Stretch Your Imagination']","ArtBin Magnetic Die Storage Case - Clear Storage Container, 6978AB","[4721, 4721, 3546, 5479, 3445, 14840, 10673, 5029, 12292]",3426,"['<a_172><b_167><c_231>', '<a_172><b_167><c_231>', '<a_54><b_190><c_190>', '<a_217><b_239><c_177>', '<a_134><b_209><c_107>', '<a_54><b_190><c_190>', '<a_159><b_178><c_19>', '<a_100><b_193><c_89>', '<a_171><b_190><c_129>']",<a_176><b_176><c_114>
4627,A32324,"['Cricut Cuttlebug Adapter Plate C, 5.875""x7.75', 'Cricut Cuttlebug Adapter Plate C, 5.875""x7.75', 'Fiskars 3-in-1 Corner Squeeze Punch, Well Rounded', 'Martha Stewart Crafts Circle Edge Paper Punch Starter Kit', 'Sizzix Cupcakes Triplits Dies by Stephanie Barnard, 9-Pack', 'Fiskars 01-005850 Squeeze Punch 3 in 1 Corner Punch Paper Craft, Stitch in Time', 'Stick It Adhesive Sheets Bundle with Large and Handy Size', 'Crayola; Ultra-Clean; Stamper Markers; Art Tools; 10 ct. Markers; Bright, Bold Washable Colors; Emoticons', 'Cricut Cartridge, Stretch Your Imagination', 'ArtBin Magnetic Die Storage Case - Clear Storage Container, 6978AB']",Spellbinders S5-131 Nestabilities Card Creator A-2 Matting Basics A Die Templates,"[4721, 4721, 3546, 5479, 3445, 14840, 10673, 5029, 12292, 3426]",6801,"['<a_172><b_167><c_231>', '<a_172><b_167><c_231>', '<a_54><b_190><c_190>', '<a_217><b_239><c_177>', '<a_134><b_209><c_107>', '<a_54><b_190><c_190>', '<a_159><b_178><c_19>', '<a_100><b_193><c_89>', '<a_171><b_190><c_129>', '<a_176><b_176><c_114>']",<a_10><b_205><c_88>
4628,A32324,"['Cricut Cuttlebug Adapter Plate C, 5.875""x7.75', 'Fiskars 3-in-1 Corner Squeeze Punch, Well Rounded', 'Martha Stewart Crafts Circle Edge Paper Punch Starter Kit', 'Sizzix Cupcakes Triplits Dies by Stephanie Barnard, 9-Pack', 'Fiskars 01-005850 Squeeze Punch 3 in 1 Corner Punch Paper Craft, Stitch in Time', 'Stick It Adhesive Sheets Bundle with Large and Handy Size', 'Crayola; Ultra-Clean; Stamper Markers; Art Tools; 10 ct. Markers; Bright, Bold Washable Colors; Emoticons', 'Cricut Cartridge, Stretch Your Imagination', 'ArtBin Magnetic Die Storage Case - Clear Storage Container, 6978AB', 'Spellbinders S5-131 Nestabilities Card Creator A-2 Matting Basics A Die Templates']",QUICKUTZ Coverking CFS1E1TT3014 Custom Fit Frost Shield for Toyota 4Runner,"[4721, 3546, 5479, 3445, 14840, 10673, 5029, 12292, 3426, 6801]",6820,"['<a_172><b_167><c_231>', '<a_54><b_190><c_190>', '<a_217><b_239><c_177>', '<a_134><b_209><c_107>', '<a_54><b_190><c_190>', '<a_159><b_178><c_19>', '<a_100><b_193><c_89>', '<a_171><b_190><c_129>', '<a_176><b_176><c_114>', '<a_10><b_205><c_88>']",<a_90><b_106><c_204>
